customer_id,name,email,signup_date,country
54,Customer_54,customer_54@example.com,2023-12-12,Australia
55,Customer_55,customer_55@example.com,2023-02-22,USA
56,Customer_56,customer_56@example.com,2023-12-06,Germany
57,Customer_57,customer_57@example.com,2023-04-02,UK
58,Customer_58,customer_58@example.com,2023-09-21,UK
59,Customer_59,customer_59@example.com,2023-02-04,Canada
60,Customer_60,customer_60@example.com,2023-07-25,UK
61,Customer_61,customer_61@example.com,2023-03-22,Australia
62,Customer_62,customer_62@example.com,2023-02-19,Germany
63,Customer_63,customer_63@example.com,2023-12-26,Canada
64,Customer_64,customer_64@example.com,2023-01-02,Australia
65,Customer_65,customer_65@example.com,2023-02-23,Australia
66,Customer_66,customer_66@example.com,2023-04-16,Australia
67,Customer_67,customer_67@example.com,2023-09-17,USA
68,Customer_68,customer_68@example.com,2023-11-06,Australia
69,Customer_69,customer_69@example.com,2023-07-10,USA
70,Customer_70,customer_70@example.com,2023-08-06,UK
71,Customer_71,customer_71@example.com,2023-02-13,USA
72,Customer_72,customer_72@example.com,2023-06-11,Australia
73,Customer_73,customer_73@example.com,2023-07-21,Germany
74,Customer_74,customer_74@example.com,2023-09-27,Germany
75,Customer_75,customer_75@example.com,2023-12-17,UK
76,Customer_76,customer_76@example.com,2023-10-31,Australia
77,Customer_77,customer_77@example.com,2023-09-28,USA
78,Customer_78,customer_78@example.com,2023-08-03,Germany
79,Customer_79,customer_79@example.com,2023-09-09,Canada
80,Customer_80,customer_80@example.com,2023-07-09,Australia
81,Customer_81,customer_81@example.com,2023-10-23,Australia
82,Customer_82,customer_82@example.com,2023-08-01,Canada
83,Customer_83,customer_83@example.com,2023-07-27,Germany
84,Customer_84,customer_84@example.com,2023-08-25,Canada
85,Customer_85,customer_85@example.com,2023-12-04,UK
86,Customer_86,customer_86@example.com,2023-02-22,USA
87,Customer_87,customer_87@example.com,2023-10-07,USA
88,Customer_88,customer_88@example.com,2023-08-05,Germany
89,Customer_89,customer_89@example.com,2023-09-09,Canada
90,Customer_90,customer_90@example.com,2023-07-07,Australia
91,Customer_91,customer_91@example.com,2023-02-10,Australia
92,Customer_92,customer_92@example.com,2023-06-06,Australia
93,Customer_93,customer_93@example.com,2023-01-15,UK
94,Customer_94,customer_94@example.com,2023-10-28,UK
95,Customer_95,customer_95@example.com,2023-03-06,Australia
96,Customer_96,customer_96@example.com,2023-12-11,Germany
97,Customer_97,customer_97@example.com,2023-11-23,UK
98,Customer_98,customer_98@example.com,2023-01-09,UK
99,Customer_99,customer_99@example.com,2023-12-10,USA
100,Customer_100,customer_100@example.com,2023-05-09,USA
101,Customer_101,customer_101@example.com,2023-05-16,Germany
102,Customer_102,customer_102@example.com,2023-03-04,UK
103,Customer_103,customer_103@example.com,2023-05-19,UK
104,Customer_104,customer_104@example.com,2023-03-22,Canada
105,Customer_105,customer_105@example.com,2023-06-12,Germany
106,Customer_106,customer_106@example.com,2023-10-16,Germany
107,Customer_107,customer_107@example.com,2023-09-18,Canada
108,Customer_108,customer_108@example.com,2023-08-19,Canada
109,Customer_109,customer_109@example.com,2023-02-10,USA
110,Customer_110,customer_110@example.com,2023-01-28,Germany
111,Customer_111,customer_111@example.com,2023-05-15,Germany
112,Customer_112,customer_112@example.com,2023-07-20,Canada
113,Customer_113,customer_113@example.com,2023-11-24,Australia
114,Customer_114,customer_114@example.com,2023-09-25,Australia
115,Customer_115,customer_115@example.com,2023-02-02,USA
116,Customer_116,customer_116@example.com,2023-02-17,Australia
117,Customer_117,customer_117@example.com,2023-03-03,Australia
118,Customer_118,customer_118@example.com,2023-08-04,Australia
119,Customer_119,customer_119@example.com,2023-10-20,UK
120,Customer_120,customer_120@example.com,2023-04-09,USA
121,Customer_121,customer_121@example.com,2023-06-21,Canada
122,Customer_122,customer_122@example.com,2023-12-26,Australia
123,Customer_123,customer_123@example.com,2023-08-02,UK
124,Customer_124,customer_124@example.com,2023-02-04,Australia
125,Customer_125,customer_125@example.com,2023-08-15,UK
126,Customer_126,customer_126@example.com,2023-04-11,USA
127,Customer_127,customer_127@example.com,2023-05-11,Australia
128,Customer_128,customer_128@example.com,2023-09-14,UK
129,Customer_129,customer_129@example.com,2023-01-05,Germany
130,Customer_130,customer_130@example.com,2023-08-06,Germany
131,Customer_131,customer_131@example.com,2023-09-12,UK
132,Customer_132,customer_132@example.com,2023-12-25,Australia
133,Customer_133,customer_133@example.com,2023-10-10,Australia
134,Customer_134,customer_134@example.com,2023-07-26,USA
135,Customer_135,customer_135@example.com,2023-01-15,USA
136,Customer_136,customer_136@example.com,2023-12-12,Canada
137,Customer_137,customer_137@example.com,2023-02-11,USA
138,Customer_138,customer_138@example.com,2023-06-28,Australia
139,Customer_139,customer_139@example.com,2023-03-04,Canada
140,Customer_140,customer_140@example.com,2023-12-18,USA
141,Customer_141,customer_141@example.com,2023-08-19,UK
142,Customer_142,customer_142@example.com,2023-08-29,Germany
143,Customer_143,customer_143@example.com,2023-02-21,USA
144,Customer_144,customer_144@example.com,2023-04-06,USA
145,Customer_145,customer_145@example.com,2023-08-10,UK
146,Customer_146,customer_146@example.com,2023-08-19,Australia
147,Customer_147,customer_147@example.com,2023-08-25,UK
148,Customer_148,customer_148@example.com,2023-05-23,USA
149,Customer_149,customer_149@example.com,2023-06-20,Australia
150,Customer_150,customer_150@example.com,2023-01-29,Canada
151,Customer_151,customer_151@example.com,2023-02-05,USA
152,Customer_152,customer_152@example.com,2023-01-13,UK
153,Customer_153,customer_153@example.com,2023-06-09,Canada
154,Customer_154,customer_154@example.com,2023-11-23,Germany
155,Customer_155,customer_155@example.com,2023-07-06,Canada
156,Customer_156,customer_156@example.com,2023-08-31,UK
157,Customer_157,customer_157@example.com,2023-03-27,Canada
158,Customer_158,customer_158@example.com,2023-10-11,UK
159,Customer_159,customer_159@example.com,2023-03-07,USA
160,Customer_160,customer_160@example.com,2023-06-19,Australia
161,Customer_161,customer_161@example.com,2023-02-14,Germany
162,Customer_162,customer_162@example.com,2023-03-03,Australia
163,Customer_163,customer_163@example.com,2023-05-14,Australia
164,Customer_164,customer_164@example.com,2023-10-11,Australia
165,Customer_165,customer_165@example.com,2023-01-28,UK
166,Customer_166,customer_166@example.com,2023-04-18,UK
167,Customer_167,customer_167@example.com,2023-02-13,Germany
168,Customer_168,customer_168@example.com,2023-12-06,UK
169,Customer_169,customer_169@example.com,2023-10-13,UK
170,Customer_170,customer_170@example.com,2023-11-27,UK
171,Customer_171,customer_171@example.com,2023-05-08,UK
172,Customer_172,customer_172@example.com,2023-12-14,USA
173,Customer_173,customer_173@example.com,2023-08-19,Germany
174,Customer_174,customer_174@example.com,2023-07-09,UK
175,Customer_175,customer_175@example.com,2023-08-13,Germany
176,Customer_176,customer_176@example.com,2023-10-10,Canada
177,Customer_177,customer_177@example.com,2023-05-01,USA
178,Customer_178,customer_178@example.com,2023-04-26,UK
179,Customer_179,customer_179@example.com,2023-08-21,USA
180,Customer_180,customer_180@example.com,2023-09-16,USA
181,Customer_181,customer_181@example.com,2023-12-25,Canada
182,Customer_182,customer_182@example.com,2023-07-17,Germany
183,Customer_183,customer_183@example.com,2023-05-17,USA
184,Customer_184,customer_184@example.com,2023-11-14,Australia
185,Customer_185,customer_185@example.com,2023-06-14,Canada
186,Customer_186,customer_186@example.com,2023-08-13,Australia
187,Customer_187,customer_187@example.com,2023-11-03,Canada
188,Customer_188,customer_188@example.com,2023-08-22,Australia
189,Customer_189,customer_189@example.com,2023-06-21,Australia
190,Customer_190,customer_190@example.com,2023-06-01,USA
191,Customer_191,customer_191@example.com,2023-11-11,USA
192,Customer_192,customer_192@example.com,2023-06-09,Canada
193,Customer_193,customer_193@example.com,2023-04-06,Germany
194,Customer_194,customer_194@example.com,2023-08-21,USA
195,Customer_195,customer_195@example.com,2023-06-29,USA
196,Customer_196,customer_196@example.com,2023-04-23,UK
197,Customer_197,customer_197@example.com,2023-11-14,USA
198,Customer_198,customer_198@example.com,2023-02-21,Germany
199,Customer_199,customer_199@example.com,2023-09-25,UK
200,Customer_200,customer_200@example.com,2023-10-22,Australia
201,Customer_201,customer_201@example.com,2023-04-23,Australia
202,Customer_202,customer_202@example.com,2023-04-11,UK
203,Customer_203,customer_203@example.com,2023-04-23,UK
204,Customer_204,customer_204@example.com,2023-03-22,UK
205,Customer_205,customer_205@example.com,2023-07-06,Canada
206,Customer_206,customer_206@example.com,2023-04-23,Germany
207,Customer_207,customer_207@example.com,2023-01-02,Germany
208,Customer_208,customer_208@example.com,2023-05-10,Australia
209,Customer_209,customer_209@example.com,2023-08-08,Australia
210,Customer_210,customer_210@example.com,2023-02-23,Australia
211,Customer_211,customer_211@example.com,2023-12-09,USA
212,Customer_212,customer_212@example.com,2023-08-12,Australia
213,Customer_213,customer_213@example.com,2023-08-13,UK
214,Customer_214,customer_214@example.com,2023-05-06,Australia
215,Customer_215,customer_215@example.com,2023-05-10,UK
216,Customer_216,customer_216@example.com,2023-02-22,Canada
217,Customer_217,customer_217@example.com,2023-06-21,USA
218,Customer_218,customer_218@example.com,2023-08-06,USA
219,Customer_219,customer_219@example.com,2023-06-09,Germany
220,Customer_220,customer_220@example.com,2023-07-17,Canada
221,Customer_221,customer_221@example.com,2023-09-04,UK
222,Customer_222,customer_222@example.com,2023-11-20,Canada
223,Customer_223,customer_223@example.com,2023-07-22,USA
224,Customer_224,customer_224@example.com,2023-07-03,UK
225,Customer_225,customer_225@example.com,2023-05-03,Canada
226,Customer_226,customer_226@example.com,2023-09-12,USA
227,Customer_227,customer_227@example.com,2023-10-21,UK
228,Customer_228,customer_228@example.com,2023-10-07,UK
229,Customer_229,customer_229@example.com,2023-11-21,USA
230,Customer_230,customer_230@example.com,2023-04-08,UK
231,Customer_231,customer_231@example.com,2023-07-17,USA
232,Customer_232,customer_232@example.com,2023-08-28,Australia
233,Customer_233,customer_233@example.com,2023-05-24,Australia
234,Customer_234,customer_234@example.com,2023-04-07,UK
235,Customer_235,customer_235@example.com,2023-07-20,UK
236,Customer_236,customer_236@example.com,2023-05-04,USA
237,Customer_237,customer_237@example.com,2023-07-06,UK
238,Customer_238,customer_238@example.com,2023-11-22,Germany
239,Customer_239,customer_239@example.com,2023-12-15,Australia
240,Customer_240,customer_240@example.com,2023-09-16,UK
241,Customer_241,customer_241@example.com,2023-05-28,UK
242,Customer_242,customer_242@example.com,2023-09-09,Canada
243,Customer_243,customer_243@example.com,2023-12-12,UK
244,Customer_244,customer_244@example.com,2023-05-27,Germany
245,Customer_245,customer_245@example.com,2023-05-28,Australia
246,Customer_246,customer_246@example.com,2023-12-18,Canada
247,Customer_247,customer_247@example.com,2023-07-18,USA
248,Customer_248,customer_248@example.com,2023-11-04,USA
249,Customer_249,customer_249@example.com,2023-05-08,Australia
250,Customer_250,customer_250@example.com,2023-02-08,USA
251,Customer_251,customer_251@example.com,2023-12-04,Germany
252,Customer_252,customer_252@example.com,2023-12-26,UK
253,Customer_253,customer_253@example.com,2023-05-09,Australia
254,Customer_254,customer_254@example.com,2023-09-24,Canada
255,Customer_255,customer_255@example.com,2023-05-31,UK
256,Customer_256,customer_256@example.com,2023-10-25,USA
257,Customer_257,customer_257@example.com,2023-04-09,USA
258,Customer_258,customer_258@example.com,2023-09-20,Canada
259,Customer_259,customer_259@example.com,2023-09-09,Germany
260,Customer_260,customer_260@example.com,2023-05-24,Canada
261,Customer_261,customer_261@example.com,2023-12-12,Australia
262,Customer_262,customer_262@example.com,2023-04-22,Canada
263,Customer_263,customer_263@example.com,2023-03-01,USA
264,Customer_264,customer_264@example.com,2023-01-02,Germany
265,Customer_265,customer_265@example.com,2023-10-31,Germany
266,Customer_266,customer_266@example.com,2023-09-11,Canada
267,Customer_267,customer_267@example.com,2023-05-20,Australia
268,Customer_268,customer_268@example.com,2023-02-06,USA
269,Customer_269,customer_269@example.com,2023-06-09,UK
270,Customer_270,customer_270@example.com,2023-01-09,Germany
271,Customer_271,customer_271@example.com,2023-08-21,Canada
272,Customer_272,customer_272@example.com,2023-04-09,Australia
273,Customer_273,customer_273@example.com,2023-05-27,Australia
274,Customer_274,customer_274@example.com,2023-10-31,USA
275,Customer_275,customer_275@example.com,2023-07-27,Germany
276,Customer_276,customer_276@example.com,2023-05-11,USA
277,Customer_277,customer_277@example.com,2023-06-01,UK
278,Customer_278,customer_278@example.com,2023-02-23,UK
279,Customer_279,customer_279@example.com,2023-04-30,UK
280,Customer_280,customer_280@example.com,2023-06-10,Australia
281,Customer_281,customer_281@example.com,2023-04-26,Germany
282,Customer_282,customer_282@example.com,2023-03-16,USA
283,Customer_283,customer_283@example.com,2023-04-23,USA
284,Customer_284,customer_284@example.com,2023-04-14,UK
285,Customer_285,customer_285@example.com,2023-12-06,Germany
286,Customer_286,customer_286@example.com,2023-09-11,Germany
287,Customer_287,customer_287@example.com,2023-08-15,Canada
288,Customer_288,customer_288@example.com,2023-04-22,Germany
289,Customer_289,customer_289@example.com,2023-04-09,Germany
290,Customer_290,customer_290@example.com,2023-06-02,USA
291,Customer_291,customer_291@example.com,2023-12-15,Germany
292,Customer_292,customer_292@example.com,2023-12-04,Germany
293,Customer_293,customer_293@example.com,2023-07-13,USA
294,Customer_294,customer_294@example.com,2023-11-06,Germany
295,Customer_295,customer_295@example.com,2023-06-12,USA
296,Customer_296,customer_296@example.com,2023-07-27,Canada
297,Customer_297,customer_297@example.com,2023-06-18,Australia
298,Customer_298,customer_298@example.com,2023-06-10,USA
299,Customer_299,customer_299@example.com,2023-03-09,USA
300,Customer_300,customer_300@example.com,2023-10-16,Germany
301,Customer_301,customer_301@example.com,2023-10-04,USA
302,Customer_302,customer_302@example.com,2023-10-31,UK
303,Customer_303,customer_303@example.com,2023-05-15,UK
304,Customer_304,customer_304@example.com,2023-07-14,Canada
305,Customer_305,customer_305@example.com,2023-05-08,USA
306,Customer_306,customer_306@example.com,2023-02-02,Germany
307,Customer_307,customer_307@example.com,2023-06-25,Germany
308,Customer_308,customer_308@example.com,2023-01-22,Australia
309,Customer_309,customer_309@example.com,2023-08-26,Canada
310,Customer_310,customer_310@example.com,2023-06-07,Germany
311,Customer_311,customer_311@example.com,2023-02-07,Australia
312,Customer_312,customer_312@example.com,2023-08-18,Germany
313,Customer_313,customer_313@example.com,2023-12-31,Australia
314,Customer_314,customer_314@example.com,2023-02-20,UK
315,Customer_315,customer_315@example.com,2023-09-21,UK
316,Customer_316,customer_316@example.com,2023-10-10,Germany
317,Customer_317,customer_317@example.com,2023-01-27,Canada
318,Customer_318,customer_318@example.com,2023-08-14,USA
319,Customer_319,customer_319@example.com,2023-10-04,Canada
320,Customer_320,customer_320@example.com,2023-10-13,Canada
321,Customer_321,customer_321@example.com,2023-04-07,USA
322,Customer_322,customer_322@example.com,2023-10-11,UK
323,Customer_323,customer_323@example.com,2023-11-13,UK
324,Customer_324,customer_324@example.com,2023-10-31,USA
325,Customer_325,customer_325@example.com,2023-05-27,Australia
326,Customer_326,customer_326@example.com,2023-01-04,Canada
327,Customer_327,customer_327@example.com,2023-02-04,Germany
328,Customer_328,customer_328@example.com,2023-07-11,UK
329,Customer_329,customer_329@example.com,2023-02-18,Germany
330,Customer_330,customer_330@example.com,2023-01-17,USA
331,Customer_331,customer_331@example.com,2023-06-21,Germany
332,Customer_332,customer_332@example.com,2023-08-08,Germany
333,Customer_333,customer_333@example.com,2023-06-07,Canada
334,Customer_334,customer_334@example.com,2023-02-15,USA
335,Customer_335,customer_335@example.com,2023-01-06,Germany
336,Customer_336,customer_336@example.com,2023-04-09,UK
337,Customer_337,customer_337@example.com,2023-08-21,USA
338,Customer_338,customer_338@example.com,2023-02-06,UK
339,Customer_339,customer_339@example.com,2023-10-07,Australia
340,Customer_340,customer_340@example.com,2023-12-15,Germany
341,Customer_341,customer_341@example.com,2023-10-29,USA
342,Customer_342,customer_342@example.com,2023-06-30,UK
343,Customer_343,customer_343@example.com,2023-04-05,Germany
344,Customer_344,customer_344@example.com,2023-04-09,Canada
345,Customer_345,customer_345@example.com,2023-07-07,UK
346,Customer_346,customer_346@example.com,2023-04-26,UK
347,Customer_347,customer_347@example.com,2023-07-10,Australia
348,Customer_348,customer_348@example.com,2023-09-10,Canada
349,Customer_349,customer_349@example.com,2023-06-10,Australia
350,Customer_350,customer_350@example.com,2023-09-13,Canada
351,Customer_351,customer_351@example.com,2023-11-19,UK
352,Customer_352,customer_352@example.com,2023-05-08,Australia
353,Customer_353,customer_353@example.com,2023-01-18,Germany
354,Customer_354,customer_354@example.com,2023-10-08,Canada
355,Customer_355,customer_355@example.com,2023-08-11,UK
356,Customer_356,customer_356@example.com,2023-02-23,USA
357,Customer_357,customer_357@example.com,2023-02-27,Canada
358,Customer_358,customer_358@example.com,2023-11-19,Canada
359,Customer_359,customer_359@example.com,2023-12-26,Germany
360,Customer_360,customer_360@example.com,2023-06-23,Canada
361,Customer_361,customer_361@example.com,2023-10-07,Canada
362,Customer_362,customer_362@example.com,2023-04-24,Germany
363,Customer_363,customer_363@example.com,2023-10-15,Germany
364,Customer_364,customer_364@example.com,2023-12-08,Australia
365,Customer_365,customer_365@example.com,2023-05-31,UK
366,Customer_366,customer_366@example.com,2023-05-07,UK
367,Customer_367,customer_367@example.com,2023-06-04,Australia
368,Customer_368,customer_368@example.com,2023-09-30,UK
369,Customer_369,customer_369@example.com,2023-04-14,Canada
370,Customer_370,customer_370@example.com,2023-10-26,Australia
371,Customer_371,customer_371@example.com,2023-09-03,Australia
372,Customer_372,customer_372@example.com,2023-06-25,UK
373,Customer_373,customer_373@example.com,2023-02-08,USA
374,Customer_374,customer_374@example.com,2023-06-19,UK
375,Customer_375,customer_375@example.com,2023-09-04,USA
376,Customer_376,customer_376@example.com,2023-01-26,Australia
377,Customer_377,customer_377@example.com,2023-12-21,USA
378,Customer_378,customer_378@example.com,2023-11-02,Canada
379,Customer_379,customer_379@example.com,2023-01-13,Germany
380,Customer_380,customer_380@example.com,2023-11-12,USA
381,Customer_381,customer_381@example.com,2023-11-09,Germany
382,Customer_382,customer_382@example.com,2023-02-05,Canada
383,Customer_383,customer_383@example.com,2023-06-22,Germany
384,Customer_384,customer_384@example.com,2023-01-20,Canada
385,Customer_385,customer_385@example.com,2023-11-17,Germany
386,Customer_386,customer_386@example.com,2023-09-21,Germany
387,Customer_387,customer_387@example.com,2023-05-22,UK
388,Customer_388,customer_388@example.com,2023-05-23,USA
389,Customer_389,customer_389@example.com,2023-04-02,Germany
390,Customer_390,customer_390@example.com,2023-12-20,Australia
391,Customer_391,customer_391@example.com,2023-11-18,UK
392,Customer_392,customer_392@example.com,2023-10-15,USA
393,Customer_393,customer_393@example.com,2023-08-03,UK
394,Customer_394,customer_394@example.com,2023-12-08,USA
395,Customer_395,customer_395@example.com,2023-02-20,Canada
396,Customer_396,customer_396@example.com,2023-06-02,Germany
397,Customer_397,customer_397@example.com,2023-07-05,Australia
398,Customer_398,customer_398@example.com,2023-03-04,UK
399,Customer_399,customer_399@example.com,2023-07-09,UK
400,Customer_400,customer_400@example.com,2023-05-05,UK
401,Customer_401,customer_401@example.com,2023-05-30,UK
402,Customer_402,customer_402@example.com,2023-11-10,Germany
403,Customer_403,customer_403@example.com,2023-02-27,USA
404,Customer_404,customer_404@example.com,2023-12-08,Germany
405,Customer_405,customer_405@example.com,2023-11-01,Canada
406,Customer_406,customer_406@example.com,2023-06-29,Germany
407,Customer_407,customer_407@example.com,2023-06-19,Germany
408,Customer_408,customer_408@example.com,2023-11-22,Canada
409,Customer_409,customer_409@example.com,2023-09-28,Germany
410,Customer_410,customer_410@example.com,2023-02-23,USA
411,Customer_411,customer_411@example.com,2023-04-11,Australia
412,Customer_412,customer_412@example.com,2023-09-21,Canada
413,Customer_413,customer_413@example.com,2023-02-22,UK
414,Customer_414,customer_414@example.com,2023-03-01,USA
415,Customer_415,customer_415@example.com,2023-04-18,Australia
416,Customer_416,customer_416@example.com,2023-01-05,USA
417,Customer_417,customer_417@example.com,2023-04-13,USA
418,Customer_418,customer_418@example.com,2023-07-15,UK
419,Customer_419,customer_419@example.com,2023-09-19,Australia
420,Customer_420,customer_420@example.com,2023-12-31,USA
421,Customer_421,customer_421@example.com,2023-12-16,
422,Customer_422,customer_422@example.com,2023-02-16,Canada
423,Customer_423,customer_423@example.com,2023-12-21,UK
424,Customer_424,customer_424@example.com,2023-11-07,Germany
425,Customer_425,customer_425@example.com,2023-11-04,UK
426,Customer_426,customer_426@example.com,2023-05-24,UK
427,Customer_427,customer_427@example.com,2023-09-26,UK
428,Customer_428,customer_428@example.com,2023-05-04,USA
429,Customer_429,customer_429@example.com,2023-04-16,Australia
430,Customer_430,customer_430@example.com,2023-06-07,UK
431,Customer_431,customer_431@example.com,2023-05-27,UK
432,Customer_432,customer_432@example.com,2023-05-25,Germany
433,Customer_433,customer_433@example.com,2023-04-30,Germany
434,Customer_434,customer_434@example.com,2023-11-15,Canada
435,Customer_435,customer_435@example.com,2023-10-02,Canada
436,Customer_436,customer_436@example.com,2023-04-02,Germany
437,Customer_437,customer_437@example.com,2023-02-27,Australia
438,Customer_438,customer_438@example.com,2023-12-12,Canada
439,Customer_439,customer_439@example.com,2023-08-17,Australia
440,Customer_440,customer_440@example.com,2023-04-27,Germany
441,Customer_441,customer_441@example.com,2023-11-14,Canada
442,Customer_442,customer_442@example.com,2023-10-06,UK
443,Customer_443,customer_443@example.com,2023-05-07,Germany
444,Customer_444,customer_444@example.com,2023-05-09,Canada
445,Customer_445,customer_445@example.com,2023-02-27,Australia
446,Customer_446,customer_446@example.com,2023-05-02,Australia
447,Customer_447,customer_447@example.com,2023-01-01,Canada
448,Customer_448,customer_448@example.com,2023-08-27,Australia
449,Customer_449,customer_449@example.com,2023-10-17,Canada
450,Customer_450,customer_450@example.com,2023-04-06,Canada
451,Customer_451,customer_451@example.com,2023-05-06,Australia
452,Customer_452,customer_452@example.com,2023-04-28,USA
453,Customer_453,customer_453@example.com,2023-02-17,UK
454,Customer_454,customer_454@example.com,2023-03-30,Germany
455,Customer_455,customer_455@example.com,2023-08-25,UK
456,Customer_456,customer_456@example.com,2023-09-29,Germany
457,Customer_457,customer_457@example.com,2023-07-08,Germany
458,Customer_458,customer_458@example.com,2023-07-11,UK
459,Customer_459,customer_459@example.com,2023-03-10,Canada
460,Customer_460,customer_460@example.com,2023-10-05,Australia
461,Customer_461,customer_461@example.com,2023-12-15,USA
462,Customer_462,customer_462@example.com,2023-09-04,USA
463,Customer_463,customer_463@example.com,2023-03-17,USA
464,Customer_464,customer_464@example.com,2023-06-03,UK
465,Customer_465,customer_465@example.com,2023-05-24,UK
466,Customer_466,customer_466@example.com,2023-03-27,Canada
467,Customer_467,customer_467@example.com,2023-07-04,USA
468,Customer_468,customer_468@example.com,2023-10-12,Canada
469,Customer_469,customer_469@example.com,2023-08-08,USA
470,Customer_470,customer_470@example.com,2023-03-10,UK
471,Customer_471,customer_471@example.com,2023-02-16,Australia
472,Customer_472,customer_472@example.com,2023-04-04,Australia
473,Customer_473,customer_473@example.com,2023-08-26,Australia
474,Customer_474,customer_474@example.com,2023-07-23,Australia
475,Customer_475,customer_475@example.com,2023-08-06,Germany
476,Customer_476,customer_476@example.com,2023-12-07,USA
477,Customer_477,customer_477@example.com,2023-02-08,Australia
478,Customer_478,customer_478@example.com,2023-04-10,Germany
479,Customer_479,customer_479@example.com,2023-10-16,Germany
480,Customer_480,customer_480@example.com,2023-09-11,Germany
481,Customer_481,customer_481@example.com,2023-08-10,Canada
482,Customer_482,customer_482@example.com,2023-12-23,Canada
483,Customer_483,customer_483@example.com,2023-01-23,Germany
484,Customer_484,customer_484@example.com,2023-09-07,Australia
485,Customer_485,customer_485@example.com,2023-01-10,USA
486,Customer_486,customer_486@example.com,2023-09-03,UK
487,Customer_487,customer_487@example.com,2023-11-21,Canada
488,Customer_488,customer_488@example.com,2023-04-10,Australia
489,Customer_489,customer_489@example.com,2023-10-17,Australia
490,Customer_490,customer_490@example.com,2023-06-29,UK
491,Customer_491,customer_491@example.com,2023-08-11,
492,Customer_492,customer_492@example.com,2023-09-07,Australia
493,Customer_493,customer_493@example.com,2023-05-27,UK
494,Customer_494,customer_494@example.com,2023-04-06,Australia
495,Customer_495,customer_495@example.com,2023-09-14,UK
496,Customer_496,customer_496@example.com,2023-11-21,UK
497,Customer_497,customer_497@example.com,2023-01-04,Australia
498,Customer_498,customer_498@example.com,2023-01-16,Germany
499,Customer_499,customer_499@example.com,2023-10-07,Australia
500,Customer_500,customer_500@example.com,2023-12-02,USA
501,Customer_501,customer_501@example.com,2023-09-04,UK
502,Customer_502,customer_502@example.com,2023-09-15,Canada
503,Customer_503,customer_503@example.com,2023-06-09,UK
504,Customer_504,customer_504@example.com,2023-12-06,USA
505,Customer_505,customer_505@example.com,2023-06-01,Canada
506,Customer_506,customer_506@example.com,2023-06-27,Canada
